CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 1412 , , , , , 
SEGUNDO , 3907 , 798 , , , , 
TERCERO , 3450 , 4623 , 1604 , , , 
CUARTO , 1015 , 917 , 1409 , 845 , , 
QUINTO , 945 , 1061 , 1907 , 3695 , 1441 , 
SEXTO , 8 , 28 , 41 , 47 , 89 , 12 
