del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 5337 , , , , , 
SEGUNDO , 4430 , 1054 , , , , 
TERCERO , 3193 , 4429 , 1200 , , , 
CUARTO , 1202 , 1167 , 1764 , 779 , , 
QUINTO , 1035 , 1197 , 1764 , 3291 , 1095 , 
SEXTO , 12 , 24 , 30 , 39 , 68 , 67 
