CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 717 , , , , , 
SEGUNDO , 1706 , 370 , , , , 
TERCERO , 1653 , 2322 , 732 , , , 
CUARTO , 435 , 398 , 649 , 360 , , 
QUINTO , 465 , 567 , 941 , 1823 , 770 , 
SEXTO , 5 , 13 , 18 , 24 , 43 , 11 
