del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 695 , , , , , 
SEGUNDO , 2201 , 428 , , , , 
TERCERO , 1797 , 2301 , 872 , , , 
CUARTO , 580 , 519 , 760 , 485 , , 
QUINTO , 480 , 494 , 966 , 1872 , 671 , 
SEXTO , 3 , 15 , 23 , 23 , 46 , 1 
