CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 7699 , , , , , 
SEGUNDO , 6394 , 1846 , , , , 
TERCERO , 3918 , 5017 , 1668 , , , 
CUARTO , 1638 , 1605 , 2255 , 1045 , , 
QUINTO , 1435 , 1523 , 2119 , 4096 , 1299 , 
SEXTO , 7 , 35 , 46 , 47 , 104 , 101 
