World Rank,University,Total Score,11 Years Articles,Current Articles,11 Years Citations,Current Citations,Ave. Citations,H-Index,HiCi Papers,Hi-Impact Journal Articles
284,"University of Nebraska, Lincoln",47.3,47.4,44.5,47.8,46.2,49.7,51.7,46.6,46.7
284,University of Vienna,47.3,45.2,45.8,46.6,48.1,50.6,52.0,46.6,45.9
284,Saarland University,47.3,48.7,46.5,48.6,45.6,49.4,48.1,46.6,45.5
284,University of Genoa,47.3,47.5,46.6,46.8,47.9,47.7,46.2,46.6,49.0
284,The Hebrew University of Jerusalem,47.3,48.6,43.6,50.5,44.3,52.6,45.3,50.2,44.0
284,Wroclaw University of Technology,47.3,47.5,48.4,45.0,51.7,44.5,55.8,45.6,43.2
284,Inha University,47.3,47.9,47.3,43.0,49.9,41.0,61.8,45.6,45.9
284,National Chung Hsing University,47.3,50.8,46.4,47.4,48.0,45.9,52.0,42.9,47.5
292,"University of Texas, Health Science Center at Houston",47.2,41.1,42.7,43.7,46.1,52.2,48.1,42.9,60.1
292,University of South Florida,47.2,46.5,45.4,48.7,46.0,52.8,48.1,47.5,44.0
294,Yuan Ze University,47.1,48.3,46.0,48.2,46.2,49.2,48.2,45.6,46.3
294,Waseda University,47.1,50.6,48.2,45.7,44.3,43.7,47.9,47.5,48.2
294,University of Patras,47.1,53.5,50.0,48.6,45.0,45.6,45.5,44.7,44.4
294,University of Stuttgart,47.1,48.7,48.9,47.6,45.2,47.8,45.6,44.7,47.8
294,Ludwig Maximilian University of Munich,47.1,48.0,45.6,49.0,45.7,51.0,48.1,47.5,43.2
294,Loughborough University,47.1,46.7,44.8,46.7,46.8,48.5,45.9,48.4,49.0
294,Federal University of Minas Gerais,47.1,46.3,50.1,44.9,46.9,45.4,51.8,43.8,48.2
294,Université Libre de Bruxelles,47.1,46.1,47.3,47.1,45.6,50.1,48.1,45.6,47.1
