Posicion,Nombre,Rama,Disciplina,Especialidad,Citas,Indice h,Citas (ultimos 5 años),Indice h (ultimos 5 años),Perfil
906,Veronica Albanese,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de las Ciencias Experimentales,84,6,84,6,https://scholar.google.com/citations?user=rlEfRlUAAAAJ&hl=es
907,Pedro Pablo Fuentes Gonzalez,Ciencias Humanas y Artes,Filosofi­a y Letras,Filologi­a Griega y Filologi­a Eslava,84,3,55,3,https://scholar.google.com/citations?user=vCJtYaAAAAAJ&hl=es
908,Aurora Ines Del Rio Cabeza,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de la Matematica,84,6,24,2,https://scholar.google.com/citations?user=Z2cnEZIAAAAJ&hl=es
909,Carmen Amezcua Prieto,Ciencias de la Salud,Medicina,Medicina Preventiva y Salud Publica,83,6,81,6,https://scholar.google.com/citations?user=3EuG7toAAAAJ&hl=es
910,Caridad Ruiz De Almodovar Sel,Ciencias Humanas y Artes,Filosofi­a y Letras,Estudios Semi­ticos,83,5,32,2,https://scholar.google.com/citations?user=H47jFrMAAAAJ&hl=es
911,Fernando Estevez Lopez,Ciencias de la Salud,Ciencias del Deporte,Educacion Fi­sica y Deportiva,83,6,83,6,https://scholar.google.com/citations?user=qi8TFHcAAAAJ&hl=es
912,Juan Antonio Fuentes Esparrell,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica y Organizacion Escolar,82,5,48,3,https://scholar.google.com/citations?user=LNatIVwAAAAJ&hl=es
913,Javier Tamayo Torres,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Organizacion de Empresas,81,4,81,4,https://scholar.google.com/citations?user=5o3z-x4AAAAJ&hl=es
914,Guadalupe Martinez Fuentes,Ciencias Sociales y Juri­dicas,Ciencias Poli­ticas y Sociologi­a,Ciencia Poli­tica y de la Administracion,80,6,67,5,https://scholar.google.com/citations?user=SBdX70YAAAAJ&hl=es
915,Antonio Javier Fernandez Ares,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Lenguajes y Sistemas Informaticos,80,5,80,5,https://scholar.google.com/citations?user=SLGv4iEAAAAJ&hl=es
916,Dionisio Buendia Carrillo,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Economi­a Financiera y Contabilidad,80,5,42,4,https://scholar.google.com/citations?user=zfWpJtAAAAAJ&hl=es
917,Enrique Jaime Fernandez Sanchez,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Arquitectura y Tecnologi­a de Computadores,78,4,78,4,https://scholar.google.com/citations?user=M9ZLvyMAAAAJ&hl=es
918,Raquel Escobar Molina,Ciencias de la Salud,Ciencias del Deporte,Educacion Fi­sica y Deportiva,78,5,73,5,https://scholar.google.com/citations?user=BsKxsqwAAAAJ&hl=es
919,Alberto Martin Martin,Ciencias Sociales y Juri­dicas,Comunicacion y Documentacion,Informacion y Comunicacion,78,6,78,6,https://scholar.google.com/citations?user=YlPd48UAAAAJ&hl=es
920,Silvia Parra Galiano,Ciencias Humanas y Artes,Traduccion e Interpretacion,Traduccion e Interpretacion,78,5,53,4,https://scholar.google.com/citations?user=zLOMZj0AAAAJ&hl=es
921,Luis Rodrigo Rodriguez Simon,Ciencias Humanas y Artes,Bellas Artes,Pintura,77,4,69,4,https://scholar.google.com/citations?user=jaAdSf0AAAAJ&hl=es
922,Ana Romero Freire,Ciencias Exactas y Naturales,Ciencias de la Tierra,Edafologi­a y Qui­mica Agri­cola,77,6,66,5,https://scholar.google.com/citations?user=v4-nbLIAAAAJ&hl=es
923,Alvaro Vallejo Campos,Ciencias Humanas y Artes,Filosofi­a y Letras,Filosofi­a,77,5,29,3,https://scholar.google.com/citations?user=xEIG-YYAAAAJ&hl=es
924,Rafael Vazquez Garcia,Ciencias Sociales y Juri­dicas,Ciencias Poli­ticas y Sociologi­a,Ciencia Poli­tica y de la Administracion,76,6,58,5,https://scholar.google.com/citations?user=01CWMckAAAAJ&hl=es
925,Jose Enrique Pons Frias,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,76,5,76,5,https://scholar.google.com/citations?user=ohxCjo8AAAAJ&hl=es
926,Pedro Cano Olivares,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Lenguajes y Sistemas Informaticos,76,5,31,3,https://scholar.google.com/citations?user=tg79vAIAAAAJ&hl=es
927,Enrique F Quero Gervilla,Ciencias Humanas y Artes,Filosofi­a y Letras,Filologi­a Griega y Filologi­a Eslava,75,5,55,5,https://scholar.google.com/citations?user=gCGU8McAAAAJ&hl=es
928,Mar Venegas,Ciencias Sociales y Juri­dicas,Ciencias Poli­ticas y Sociologi­a,Sociologi­a,75,6,54,5,https://scholar.google.com/citations?user=XenK2icAAAAJ&hl=es
929,Elba Gutierrez Santiuste,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica y Organizacion Escolar,74,3,72,3,https://scholar.google.com/citations?user=KZipskcAAAAJ&hl=es
930,Alexandro B Leverkus,Ciencias Exactas y Naturales,Ciencias de la Tierra,Ecologi­a,74,5,74,5,https://scholar.google.com/citations?user=ngJWcFUAAAAJ&hl=es
931,Ana Bravo Moreno,Ciencias Humanas y Artes,Filosofi­a y Letras,Antropologi­a Social,73,5,49,5,https://scholar.google.com/citations?user=eECECRYAAAAJ&hl=es
932,Julio Alberto Soria Lara,Ciencias Humanas y Artes,Arquitectura,Urbani­stica y Ordenacion del Territorio,73,6,64,5,https://scholar.google.com/citations?user=lwLUxrQAAAAJ&hl=es
933,Juan Lara Rubio,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Economi­a Financiera y Contabilidad,73,4,73,4,https://scholar.google.com/citations?user=Bwg2NxoAAAAJ&hl=es
934,Alberto Soriano Maldonado,Ciencias de la Salud,Ciencias del Deporte,Educacion Fi­sica y Deportiva,72,6,72,6,https://scholar.google.com/citations?user=fd5bcRkAAAAJ&hl=es
935,Katarzyna Rudzka,Ciencias Exactas y Naturales,Fi­sica,Fi­sica Aplicada,72,5,71,5,https://scholar.google.com/citations?user=XpRgeK4AAAAJ&hl=es
936,Jose Maria Porras Ramirez,Ciencias Sociales y Juri­dicas,Derecho,Derecho Constitucional,71,5,44,4,https://scholar.google.com/citations?user=jTrb6TEAAAAJ&hl=es
937,Ester Masso Guijarro,Ciencias Humanas y Artes,Filosofi­a y Letras,Antropologi­a Social,71,4,63,4,https://scholar.google.com/citations?user=sZGFyxgAAAAJ&hl=es
