del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 4459 , , , , , 
SEGUNDO , 3643 , 1162 , , , , 
TERCERO , 3509 , 4578 , 1079 , , , 
CUARTO , 1709 , 2112 , 2521 , 608 , , 
QUINTO , 1621 , 2003 , 2944 , 3993 , 791 , 
SEXTO , 50 , 96 , 117 , 148 , 218 , 45 
