CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 5338 , , , , , 
SEGUNDO , 4124 , 983 , , , , 
TERCERO , 3588 , 4179 , 1114 , , , 
CUARTO , 1598 , 1387 , 2278 , 884 , , 
QUINTO , 1200 , 1161 , 1882 , 3147 , 776 , 
SEXTO , 2 , 19 , 34 , 54 , 63 , 54 
