CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 12442 , , , , , 
SEGUNDO , 9481 , 2522 , , , , 
TERCERO , 7888 , 8923 , 2704 , , , 
CUARTO , 3621 , 3209 , 5294 , 1964 , , 
QUINTO , 2927 , 2545 , 4146 , 6863 , 1648 , 
SEXTO , 7 , 45 , 65 , 106 , 150 , 161 
