del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 723 , , , , , 
SEGUNDO , 1547 , 372 , , , , 
TERCERO , 1582 , 1983 , 651 , , , 
CUARTO , 589 , 452 , 810 , 486 , , 
QUINTO , 575 , 589 , 1025 , 1735 , 555 , 
SEXTO , 2 , 11 , 17 , 27 , 29 , 5 
