del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 908 , , , , , 
SEGUNDO , 2464 , 1215 , , , , 
TERCERO , 3765 , 4868 , 1575 , , , 
CUARTO , 1749 , 2221 , 2770 , 832 , , 
QUINTO , 1901 , 2359 , 3246 , 4386 , 1145 , 
SEXTO , 46 , 118 , 143 , 145 , 187 , 136 
