del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 4521 , , , , , 
SEGUNDO , 3642 , 1153 , , , , 
TERCERO , 3836 , 4743 , 1079 , , , 
CUARTO , 1768 , 2125 , 2533 , 625 , , 
QUINTO , 1661 , 2125 , 3005 , 3982 , 699 , 
SEXTO , 42 , 103 , 134 , 165 , 219 , 73 
