CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 461 , , , , , 
SEGUNDO , 1340 , 760 , , , , 
TERCERO , 1977 , 2605 , 906 , , , 
CUARTO , 980 , 1267 , 1578 , 485 , , 
QUINTO , 1082 , 1268 , 1608 , 2214 , 582 , 
SEXTO , 24 , 63 , 79 , 81 , 107 , 83 
