del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 12406 , , , , , 
SEGUNDO , 9815 , 3035 , , , , 
TERCERO , 7261 , 9270 , 4263 , , , 
CUARTO , 2369 , 2338 , 5243 , 3135 , , 
QUINTO , 899 , 1324 , 3504 , 6229 , 2330 , 
SEXTO , 11 , 45 , 54 , 84 , 173 , 180 
