del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 1524 , , , , , 
SEGUNDO , 3865 , 961 , , , , 
TERCERO , 3177 , 4020 , 1882 , , , 
CUARTO , 802 , 707 , 1739 , 1248 , , 
QUINTO , 403 , 678 , 2144 , 3569 , 1439 , 
SEXTO , 7 , 31 , 38 , 52 , 94 , 25 
