CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 7151 , , , , , 
SEGUNDO , 5658 , 1850 , , , , 
TERCERO , 4051 , 5001 , 2632 , , , 
CUARTO , 1377 , 1275 , 3051 , 1987 , , 
QUINTO , 463 , 633 , 1862 , 3287 , 1225 , 
SEXTO , 5 , 25 , 30 , 41 , 88 , 125 
