CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 5255 , , , , , 
SEGUNDO , 4157 , 1185 , , , , 
TERCERO , 3210 , 4269 , 1631 , , , 
CUARTO , 992 , 1063 , 2192 , 1148 , , 
QUINTO , 436 , 691 , 1642 , 2942 , 1105 , 
SEXTO , 6 , 20 , 24 , 43 , 85 , 55 
