CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 791 , , , , , 
SEGUNDO , 1770 , 443 , , , , 
TERCERO , 1693 , 1960 , 744 , , , 
CUARTO , 686 , 539 , 1037 , 581 , , 
QUINTO , 802 , 671 , 1179 , 1972 , 535 , 
SEXTO , 4 , 20 , 26 , 31 , 45 , 7 
