del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 7104 , , , , , 
SEGUNDO , 5357 , 1539 , , , , 
TERCERO , 4300 , 4744 , 1591 , , , 
CUARTO , 2023 , 1822 , 3016 , 1080 , , 
QUINTO , 1727 , 1384 , 2264 , 3716 , 872 , 
SEXTO , 5 , 26 , 31 , 52 , 87 , 107 
