del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 772 , , , , , 
SEGUNDO , 1465 , 442 , , , , 
TERCERO , 1897 , 2226 , 771 , , , 
CUARTO , 1005 , 1027 , 1481 , 622 , , 
QUINTO , 1132 , 908 , 1195 , 2064 , 586 , 
SEXTO , 0 , 11 , 17 , 24 , 30 , 26 
