CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 1506 , , , , , 
SEGUNDO , 2782 , 816 , , , , 
TERCERO , 3665 , 4373 , 1388 , , , 
CUARTO , 1849 , 1856 , 2567 , 1062 , , 
QUINTO , 2058 , 1667 , 2386 , 4034 , 1172 , 
SEXTO , 1 , 24 , 31 , 45 , 62 , 37 
