del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 627 , , , , , 
SEGUNDO , 1325 , 373 , , , , 
TERCERO , 1389 , 2192 , 898 , , , 
CUARTO , 155 , 344 , 585 , 380 , , 
QUINTO , 335 , 363 , 774 , 1789 , 687 , 
SEXTO , 1 , 12 , 19 , 37 , 59 , 11 
