del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 5176 , , , , , 
SEGUNDO , 4378 , 1177 , , , , 
TERCERO , 2969 , 4713 , 1412 , , , 
CUARTO , 670 , 1142 , 2023 , 990 , , 
QUINTO , 582 , 703 , 1564 , 3267 , 1151 , 
SEXTO , 3 , 16 , 26 , 47 , 80 , 56 
