del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 11410 , , , , , 
SEGUNDO , 10349 , 2867 , , , , 
TERCERO , 6733 , 10486 , 3344 , , , 
CUARTO , 1674 , 2815 , 4823 , 2359 , , 
QUINTO , 1223 , 1608 , 3479 , 7053 , 2586 , 
SEXTO , 7 , 42 , 50 , 73 , 146 , 146 
