CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 621 , , , , , 
SEGUNDO , 1794 , 489 , , , , 
TERCERO , 1420 , 2233 , 1137 , , , 
CUARTO , 212 , 464 , 811 , 466 , , 
QUINTO , 314 , 405 , 871 , 1801 , 746 , 
SEXTO , 2 , 18 , 16 , 14 , 29 , 8 
