CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 6234 , , , , , 
SEGUNDO , 5971 , 1690 , , , , 
TERCERO , 3764 , 5773 , 1932 , , , 
CUARTO , 1004 , 1673 , 2800 , 1369 , , 
QUINTO , 641 , 905 , 1915 , 3786 , 1435 , 
SEXTO , 4 , 26 , 24 , 26 , 66 , 90 
