del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 12165 , , , , , 
SEGUNDO , 9257 , 2415 , , , , 
TERCERO , 7869 , 9254 , 2431 , , , 
CUARTO , 4241 , 3975 , 5717 , 1725 , , 
QUINTO , 3661 , 2901 , 4601 , 7050 , 1451 , 
SEXTO , 14 , 49 , 56 , 119 , 160 , 170 
