del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 6751 , , , , , 
SEGUNDO , 5200 , 1566 , , , , 
TERCERO , 4238 , 5023 , 1465 , , , 
CUARTO , 2350 , 2196 , 3219 , 978 , , 
QUINTO , 2070 , 1544 , 2439 , 3762 , 738 , 
SEXTO , 4 , 26 , 28 , 47 , 74 , 111 
