CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 10564 , , , , , 
SEGUNDO , 10782 , 3030 , , , , 
TERCERO , 7007 , 10133 , 4321 , , , 
CUARTO , 1640 , 2593 , 5116 , 2444 , , 
QUINTO , 562 , 1687 , 4018 , 6804 , 2505 , 
SEXTO , 8 , 43 , 50 , 74 , 140 , 144 
