del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 694 , , , , , 
SEGUNDO , 1899 , 521 , , , , 
TERCERO , 1501 , 2050 , 1116 , , , 
CUARTO , 442 , 544 , 1081 , 534 , , 
QUINTO , 173 , 377 , 1097 , 1888 , 726 , 
SEXTO , 1 , 18 , 17 , 22 , 36 , 9 
