del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 706 , , , , , 
SEGUNDO , 1430 , 375 , , , , 
TERCERO , 1308 , 2099 , 979 , , , 
CUARTO , 214 , 366 , 664 , 416 , , 
QUINTO , 139 , 407 , 923 , 1750 , 866 , 
SEXTO , 2 , 13 , 17 , 32 , 44 , 10 
