CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 1400 , , , , , 
SEGUNDO , 3329 , 896 , , , , 
TERCERO , 2809 , 4149 , 2095 , , , 
CUARTO , 656 , 910 , 1745 , 950 , , 
QUINTO , 312 , 784 , 2020 , 3638 , 1592 , 
SEXTO , 3 , 31 , 34 , 54 , 80 , 19 
