del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 4677 , , , , , 
SEGUNDO , 4523 , 1214 , , , , 
TERCERO , 2935 , 4638 , 1810 , , , 
CUARTO , 566 , 1093 , 2073 , 969 , , 
QUINTO , 256 , 829 , 1873 , 3207 , 1245 , 
SEXTO , 4 , 17 , 21 , 38 , 68 , 56 
