CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 12431 , , , , , 
SEGUNDO , 9432 , 2711 , , , , 
TERCERO , 8580 , 9888 , 2598 , , , 
CUARTO , 4312 , 3998 , 5334 , 1460 , , 
QUINTO , 4186 , 3063 , 4182 , 6542 , 1713 , 
SEXTO , 13 , 36 , 94 , 156 , 226 , 194 
