del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 5599 , , , , , 
SEGUNDO , 4046 , 998 , , , , 
TERCERO , 3728 , 4325 , 1004 , , , 
CUARTO , 1979 , 1784 , 2318 , 618 , , 
QUINTO , 2013 , 1359 , 2018 , 3166 , 787 , 
SEXTO , 5 , 16 , 34 , 58 , 89 , 69 
