CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 0 , , , , , 
SEGUNDO , 0 , 1 , , , , 
TERCERO , 1 , 8 , 2 , , , 
CUARTO , 0 , 0 , 0 , 0 , , 
QUINTO , 0 , 0 , 0 , 0 , 0 , 
SEXTO , 0 , 0 , 0 , 0 , 0 , 0 
