LUGAR DE RESIDENCIA , VARONES , MUJERES , TOTALES 
ALMERIA , 2 , 0 , 2 
BARCELONA , 1 , 0 , 1 
CADIZ , 1 , 0 , 1 
EXTRANJERO , 0 , 1 , 1 
GRANADA , 3 , 1 , 4 
JAEN , 1 , 0 , 1 
MALAGA , 1 , 0 , 1 
