del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 1 , , , , , 
SEGUNDO , 0 , 8 , , , , 
TERCERO , 1 , 12 , 13 , , , 
CUARTO , 0 , 3 , 7 , 3 , , 
QUINTO , 0 , 1 , 5 , 14 , 11 , 
SEXTO , 0 , 0 , 0 , 0 , 0 , 0 
