CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 2 , , , , , 
SEGUNDO , 0 , 4 , , , , 
TERCERO , 2 , 5 , 10 , , , 
CUARTO , 0 , 2 , 2 , 7 , , 
QUINTO , 0 , 0 , 5 , 13 , 13 , 
SEXTO , 0 , 0 , 0 , 0 , 0 , 0 
