del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 271 , , , , , 
SEGUNDO , 1 , 14 , , , , 
TERCERO , 3 , 18 , 24 , , , 
CUARTO , 0 , 5 , 10 , 10 , , 
QUINTO , 0 , 2 , 11 , 31 , 24 , 
SEXTO , 0 , 0 , 0 , 0 , 0 , 0 
